artist_name,track_name,release_date,genre,lyrics
2hollis,teenage soldier,2024,hyperpop,"Uh, ayy Oh, oh  Oh, I heard your voice last night You didn't have to call back Oh, I know youre not alright You didn't have to say that Tiger in the cage, he's looking for prey Hes looking for prey You think this a game? Oh, you think this a game? (Game)  You think this a game? Remember my name Remember my name Oh, no  Uh, looking in the mirror I don't see someone I know Oh, I took her out to dinner But she's crying on the way back home You were someone I used to know I guess they're right, they say things change So keep on tlling your little jokes 'Cause I know that you think this is a gam  You think this is a game? Remember my name Remember my name Remember my name (Remember my, oh) You think this a game? Remember my name Oh, no"
Luckhaos,Bonde do discord,2022,hyperpop," (EF, goddamn) (Ready, go)  T batendo meia-noite, hein? Eu vou pro Discord Eu e a rapaziada invade postando gore Servidor t palmeado, moderao t dormindo Chat geral t travado porque o bonde posta rindo T batendo meia-noite, hein? Eu vou pro Discord Eu e a rapaziada invade postando gore Servidor t palmeado, moderao t dormindo Chat geral t travado porque o bonde posta rindo  Ela quer vim de pv, ahn, eu no adiciono Meia hora nessa call j me deixando chei' de sono Os menor t palmeado, t geral gravando tela Geral pegando evidncia enquanto as mina' fala merda No meu bonde no tem gado, ns s usa e mete o p Se ela posta um TikTok,  uma punheta s e f A moderao no tanka, a invaso  sem freio ADM de Discord  sempre o mano mais feio Que rende pras mulherzinha', sempre querendo tetinha Se eu pego o Zap dele, eu meto logo a travadinha Fecho call com os meus parceiro', servidor no modo ultra  o bonde do Discord caando filha da puta  T batendo meia-noite, hein? Eu vou pro Discord Eu e a rapaziada invade postando gore Servidor t palmeado, moderao t dormindo Chat geral t travado porque o bonde posta rindo T batendo meia-noite, hein? Eu vou pro Discord Eu e a rapaziada invade postando gore Servidor t palmeado, moderao t dormindo Chat geral t travado porque o bonde posta rindo  Chatt travado porque o bonde posta rindo Chatt travado porque o bonde posta rindo"
YULLOLA,Body Godly,2023,hyperpop,"All the bodies wanna party Feeling ready, let's get naughty  Why you wish up on a star? Your dreams are not too far I'm only here for you, as always  Dance with a body Remember you're godly Dance with a body Remember you're godly Dance with a body Remember you're godly Dance with a body Remember you're godly  Can I get, get right? Can I hold you tight? Sending my love into the night Believe in yourself, 'cause i do Don't be sad, i love you  Why you wish up on a star? Your dreams are not too far I'm only here for you, as always  Dance with a body Remember you're godly Dance with a body Remember you're godly Dance with a body Remember you're godly Dance with a body Remember you're godly  I had a dream about you last night We were riding a magical dragon Through the universe And you held me so tight Don't let go  Why you wish up on a star? Your dreams are not too far I'm only here for you, as always  Dance with a body Remember you're godly Dance with a body Remember you're godly Dance with a body Remember you're godly Dance with a body Remember you're godly"
ericdoa,kickstand,2024,hyperpop," (Woah, woah) (Yeah) (Kickstand with your bitch, man)  When I hop on the beat, I'ma step (You know that I step) Crackin' shit like I play for the Mets (Like I play for the Mets) You'll never be me, just give it a rest (Give it a rest) I'ma just keep it direct (I'ma keep it a buck) F&N and it's aimed at your head (Bow) If I miss, then I take off your legs (Yeah) Keep it quiet, I don't like to flex (You can tell that lil' boy that I said)  I was leanin' like a kickstand with your bitch, man Never heard one song but she still a big fan Heard the beef not squashed, you could be th big man Got 'em all choked up like h fell in quicksand I'm a grown-ass man, girl, I don't need you I can never tell a lie, girl, I'm too see-through Know I came off strong but I didn't mean to Got a couple little things I can really teach you (Oh, yeah)  Tryna say I fell off, never been so wrong (So wrong) Tryna stack my shit, get rich, I'm gone (Okay) I'm makin' hits, and these boys make songs (Make songs) They been tryna take my sauce (Oh, yeah) She wanna stay for the night (She wanna stay for the) But I think that she gotta go (I think that she gotta) I end up changing my mind (I end up changing my) I'd be stupid for sending you home (Yeah)  I got a rack on me, what's up? Push up on me, girl, show me love These boys don't really think too much Worried 'bout me, don't give no fuck I got a rack on me, what's up? Push up on me, girl, show me love These boys don't really think too much Worried 'bout me, don't give no fuck   I was leanin' like a kickstand with your bitch, man Never heard one song but she still a big fan Heard the beef not squashed, you could be the big man Got 'em all choked up like he fell in quicksand I'm a grown-ass man, girl, I don't need you I can never tell a lie, girl, I'm too see-through Know I came off strong but I didn't mean to Got a couple little things I can really teach you I was leanin' like a kickstand with your bitch, man Never heard one song but she still a big fan Heard the beef not squashed, you could be the big man Got 'em all choked up like he fell in quicksand I'm a grown-ass man, girl, I don't need you I can never tell a lie, girl, I'm too see-through Know I came off strong but I didn't mean to Got a couple little things I can really teach you (Yeah)"
glaive,minnesota is a place that exists,2022,hyperpop,"You and I will pass the time But nothing more, but nothing more And you and I can't seem to find The peace of mind, the peace of mind of  Smoking cigarettes with pretty girls inside my head Do you remember when you Said you're smoking less and then you ashed it on your dress? I fucking hate it when you Tell me I'm upset when I'm just getting shit off my chest I might just fucking kill you Lay you down to rest and tell your family that you went To fucking Minnesota  To fucking Minnesota  Oh Lord, I fucked up this time Oh Lord, I fucked up this time Oh Lord, I fucked up this time Oh Lord, I fucked up this time I don't like you, it's more like I despise you And the more you try to convince me That this shit ain't real, man, the more I deal with  Smoking cigarettes with pretty girls inside my head Do you remember when you Said you're smoking less and then you ashed it on your dress? I fucking hate it when you Tell me I'm upset when I'm just getting shit off my chest I might just fucking kill you Lay you down to rest and tell your family that you went To fucking Minnesota  To fucking Minnesota To fucking Minnesota"
Lil Mariko,"Hi, I'm a Slut",2021,hyperpop,"Wow, do you really think I'm hot enough to be a slut? Aw, thanks  Hi, I'm a slut (Hello) Do what I want, I don't give a fuck (Nope) Post a titty, make a simp nut (Oops) Proud bitch, I smile when I suck (Yeah) Hi, I'm a slut (The biggest) Do what I want, I don't give a fuck Doesn't matter if your dick's cut (Nice) Always swallow, I heard it's good luck (Mmm)  Hi, I'm a giant whore (Yup) Got boys and girls always at my door (Knock-knock, skank) Fuck everyone 'til I'm sore (Ouch) Threesome, foursome, or more (Messy) Yeah, I'm a world-class hoe (Yeah) Get dicked down everywhere I go (Okay) I like it fast, like it slow (Go) And I always got that post-nut glow (Wow)  One, two, three, four, I wanna be a whore Five, six, seven, eight, call me a slut, it feels great One, two, three, four, I wanna be a whore Five, six, seven, eight, I like my pussy ate  Hi, I'm a slut (Yeah) Do what I want, I don't give a fuck (Nope) Post a titty, make a simp nut (Oops) Proud bitch, I smile when I suck (Yup) Hi, I'm a slut Do what I want, I don't give a fuck (Big skank) Doesn't matter if your dick's cut (No thanks, honey) Always swallow, I heard it's good luck (Okay)  Hey, bitch, look, do you want to fuck sometime? Ew, no thanks Oh yeah? Well, fuck you, bitch You're, you're a slut Aw, you think I'm a slut? Thank you Oh my God, I'm so honored That's so sweet of you (A-plus hoe) I'm trying to be the biggest fucking slut in the world But not with you (Gross)  One, two, three, four, I wanna be a whore Five, six, seven, eight, call me a slut, it feels great One, two, three, four, I wanna be a whore Five, six, seven, eight, I like my pussy ate  Hi, I'm a slut (Ooh) Do what I want, I don't give a fuck (Nope) Post a titty, make a simp nut (Sorry) Proud bitch, I smile when I suck (Gargle) Hi, I'm a slut (Hello) Do what I want, I don't give a fuck Doesn't matter if your dick's cut (Nice hoodie) Always swallow, I heard it's good luck (Yup)  Mariko,  Whistles out, in the cut, going full tac"
tana,hell yeah,2023,hyperpop,"The track was first previewed within January Read More  Hell nah, I don't wanna hear your diss I just spent two bands on Rick Hurt her heart, I gotta fix that MMY with the Rick, they mix-match (Mix-match) I get my lick back, he get popped like a Tic-Tac (Tic) And her tongue goin' zig-zag We gon' bring 'em guns out, give 'em hell  Yeah, hell yeah, uh Yeah, hell yeah, uh Yeah, hell yeah And I move the pack through the mail (Yeah) And this gas good enough to sell, yeah He tryna be like us and I can tell, yeah He tried to be like us, but that boy failed, yeah Uh, yeah, hell yeah  Uh, yeah, hell yeah U-uh, yeah, hell yeah U-u-uh, yeah, hell yeah Uh, yeah, hell yeah Uh, yeah, hell yeah U-uh, yeah, hell yeah U-uh, yeah, hell yeah (Uh, yeah, hell yeah) (Ayy, ayy, yeah, yeah)  I'm 5'7, I stand on my money, I'm tall And no, I don't hoop, but I swear, I could ball And no, I don't love you, girl, I ain't FALL She do her lil' shuffle, she do the Futsal (Futsal) I ain't leavin' no witness, don't care what you saw Promise, I used to be broke But now that I'm up, I'ma Balenciaga it all (All) I'm gon' take you to Pluto, promise you gon' keep it true, though When I'm older, buy a two-door, or a four I got some money, but I want some more We up, tell 'em check the score (Yeah) You hit my phone, you gon' get ignored Scored on a pint, pharmacy galore (Bop, bop, bop, bop, bop)  Hell nah, I don't wanna hear your diss (Diss) I just spent two bands on Rick (Rick) Hurt her heart, I gotta fix that MMY with the Rick, they mix-match (Mix-match) I get my lick back (Lick back), he get popped like a Tic-Tac (Tic-Tac) And her tongue goin' zig-zag We gon' bring 'em guns out, give 'em hell  Yeah, hell yeah, uh Yeah, hell yeah, uh Yeah, hell yeah And I move the pack through the mail (Yeah) And this gas good enough to sell, yeah He tryna be like us and I can tell, yeah (Pink) He tried to be like us, but that boy failed, yeah Uh, yeah, hell yeah  Come back, tana"
Goldie Boutilier,The Actress,2024,hyperpop,"Treat me like a toy to grope or kiss You can tell me when to stand, when to stand or sit You can ask me for permission or forgiveness You can take me out and show me off and buy me gifts Show me my mark, it's one I'll hit You can make me up just to wipe it off my lips You can tell me what to say 'cause you wrote the script Go on, tell me what to say 'cause you wrote it  I am the actress And this is a movie So what you're doin' to her You're not doin' to me I am so glamorous Someone should sue me I am the actress And you're in my Movie  You can treat me like a boy, tell me ""toughen up"" You can call me the man till you say ""cut"" I'll react like a cat on a hot tin roof I can laugh on command, I'd be honored to I'll be waitin' in your office just to get my check You'll be smokin' your cigar like it's not phallic Hollywood Boulevard's got a star for me A Grammy and an Oscar and a Tony  I am the actress And this is a movie So what you're doin' to her You're not doin' to me I am so glamorous Someone should sue me I am the actress And you're in my Movie"
oaf1,think abt it,2020,hyperpop,"(oaf1) Ooh  Do you know where we are, what we're on? Don't look back, just move on I think about it a, lot though I'm young Life is fast, almost done  Can't think about it enough, e-enough E-enough, e-enough Can't think about it enough, e-enough E-enough, e-enough Can't think about it enough  G-Gimme one pill, I-I'll do this shit again-a-ain We can not feel ah-ah, you've been in my head (Woah, yeah) So real, can you tell me what you said? Heart racin', molly what she facin' I'm on drugs like a patient (Like a patient) I won't talk like a basic I don't want a conversation I don't wanna do drugs just to wake up on the pavement Love lost, love cross, and I found it again Won't stop, can't stop, I'ma do it again I'm addicted to my old ways (To my old ways) Take me back into the old days  Do you know where we are, what we're on? Don't look back, just move on I think about it a lot, though I'm young Life is fast, almost done  Can't think about it enough, e-enough E-enough, e-enough Can't think about it enough, e-enough E-enough, e-enough Can't think about it enough"
100 gecs,Doritos & Fritos,2023,hyperpop,"Okay, I went to France to get some new pants (Ooh!) I went to Greece to get something to eat (Ooh!) I'm hard to please, I'll punch a referee (Ooh!) I bruised my knees, I'm pissing in the breeze Okay, I saw the beach, I bought a tee It's hot as deez, it's one hundred degrees (Ooh!) Apply the lotion, I'll swim into ocean But there was a commotion, I'm sinking, I'm floating with  And the TV's tuned to cable And I'm sleeping when I'm able But the TV's on so loud, it hurts my brain B-brain, brain, brain, brain, brain, brain And the TV's tuned to cable And I'm sleeping when I'm able But the TV's on so loud, it hurts my brain B-brain, brain, brain, brain, brain, brain, uh  Doritos and Fritos Doritos and Fritos Doritos and Fritos Doritos and Fritos  Cheetos, Doritos, and Fritos, mosquitos I'm eating burritos with Danny Devito Jeez, Louise, I'm weak in th knees I'm joining the circus, I'm going berzerkus At 7-Elven, I'm drinking a beverage I'm lying to strangers, I'm looking for danger I'm chewing Bazooka, I'm swimming to Cuba Don't look at Medusa, she'll turn you to sto  Okay, I went to France to get some new pants (Ooh!) I went to Greece to get something to eat (Ooh!) He said ""Shit, all we got's Doritos and Fritos"" I said, ""Then give me all of those fucking Doritos and Fritos"" Okay, I saw a bee, it flew into a screen (Ooh!) I need some sleep, so turn down that TV (Ooh!) He said, ""Shit, all we got's Doritos and Fritos"" I said, ""Then give me all of those fucking Doritos and Fritos""  And the TV's tuned to cable And I'm sleeping when I'm able But the TV's on so loud, it hurts my brain B-brain, brain, brain, brain, brain, brain And the TV's tuned to cable And I'm sleeping when I'm able But the TV's on so loud, it hurts my brain B-brain, brain, brain, brain, brain, brain, uh  Doritos and Fritos Doritos and Fritos Doritos and Fritos Doritos and Fritos  Oh (She'll turn you to stone)   Doritos and Fritos Doritos and Fritos Doritos and Fritos Doritos and Fritos  Stop"
Luckhaos,Amor hospitalar,2022,hyperpop," Ah-ah, ah-ah Ah-ah, ah-ah ()  Amor hospitalar Esse amor hospitalar  Surubinha no hospital no comecinho de janeiro Essa histria  especial e eu vou contar desde o comeo Acordei fudido e com a voz um pouco rouca Parecia que eu dormi engolindo uma grande rola Com a garganta inflamada e o corpo bem febril J postei logo no status: ""GG, nasci no Cuzil"" Se eu brotar na UPA, vou morrer s na espera Foda-se Eduardo Paes, eu odeio o Crivella Mas eu no fazia ideia do que iria rolar l Bukkake com cadeirante, cheiro de porra no ar Se no fosse a pandmia, eu no ia experimntar Uma idosa enfiando o antebrao no meu cu Yeah, e ela tinha sndrome de Parkinson Ento foi top  Esse amor hospitalar Esse amor hospitalar  Logo na fila da entrada, j dedaram o meu cu Quando eu olhei pra trs, o cara com a mo no piru Era um mendigo E ele estava com muito teso Ao lado da minha fila, um policial militar Eu fiquei indignado e fui nele reclamar Ele me disse Que tambm 'tava com muito teso E foi naquele momento que eu tive uma clareza Respirei, fechei os olhos, senti cheiro de buceta Mas a coisa mais estranha  que no tinha uma novinha S tinha gente doente e a maioria era velhinha Quando eu menos esperava, passaram a mo no meu pau E eu fiquei desacreditado Porque era a dona Gertrudes Eu olhei nos olhos dela e fiquei petrificado Ela sussurrou pra mim que queria ver o meu taco E me pediu nudes  Amor hospitalar Esse amor hospitalar"
chard la plaga,não perguntei,2023,hyperpop," O Sol pediu a Lua em casamento E a Lua disse: ""No sei, no sei, no sei, me d um tempo"" E o Sol congelou seu corao  Comea devagar, eu t com uma ideia, mas 'c no vai gostar Como que  ver o La Plaga em todo lugar? Kakihara, ah, ningum sobrou pra poder me parar PePePedro com um serrote com ttano pra espalhar, vou te caar Dlar convertido (Damn, son), dropei uma bala, eu no vou dormir (Ah) 'C sabe, eu no, eu no menti, nonono adianta fugir (Ah) Em puta racista : ""pow-pow"" (Pow) Sou dono da lua, tipo Cebolinha Se a puta me v, ela perde a linha Malvado favorito, a lua  minha T assustando as hoehoe, desliga o 4G e o Wi-Fi Tu congelou meu corao, ento me mama, depois sai daqui, saisai daqui (Ah) No quero te ver nunca mais No vou conceder a ateno que tu no recebeu do pai  No perguntei, j disse, no perguntei Acho que tu no t entendendo, j disse, no perguntei (Bitch) NoNo perguntei, j disse, no perguntei Acho que tu no t entendendo, j dizendo, jj, no No perguntei, j disse, no perguntei Acho que tu no t entendendo, j disse, no perguntei (Bitch) NoNo perguntei, j disse, no perguntei Acho que tu no t entendendo, j dizendo, jj (Ah)  Comea devagar, eu t com uma ideia, mas 'c no vai gostar Como que  ver o La Plaga em todo lugar? Kakihara, ah, ningum sobrou pra poder me parar Pedro com um serrote com ttano pra espalhar, vou te caar T assustando as hoehoe, desliga o 4G e o Wi-Fi Tu congelou meu corao, ento me mama, depois sai daqui, saisai daqui No quero te ver nunca mais No vou conceder a ateno que tu no recebeu do...  O Sol pediu a Lua em casamento E a Lua disse: ""No sei, no sei, no sei, me d um tempo"" E o Sol congelou seu corao"
2hollis,white tiger,2022,hyperpop,"I think I'm goin crazy I think I'm goin' crazy And what I saw stayed with me I think of it over and over  And over and over and over and over again Trippin, I'm trippin', I'm trippin' Words got me runnin', I'm runnin' on a mission Gotta tell myself they love me its not fake  White tiger, white tiger, break through it White tiger, white tiger, take it, move it White tiger, white tiger, I dont lose man White tiger, white tiger, man it proves it  And you must think that I'm stupid (Like what the fuck am I doing) Like why the fuck am I losing? (The fuck am I losing?)  Yeah, thy not winnin this one Got some money I'm so brok, gotta inflate my ego I don't give a fuck bro, I'd be lying if I said I dont give no fucks bro  I gotta brush it off, I gotta shake it off, I gotta brush it off I gotta shake it off, I gotta brush it off, I gotta shake it off I gotta brush it off, I gotta brush it off, I gotta brush it off I gotta fuckit off, I gotta break out, I gotta break off  White tiger, white tiger, break through it White tiger, white tiger, take it, move it White tiger, white tiger, I don't lose man White tiger, white tiger, man it proves it"
Slayyyter,Erotic Electronic,2023,hyperpop,"Erotic electronic, erotic electronic, erotic electronic, erotic electronic Erotic electronic, erotic electronic, erotic electronic, erotic electronic Erotic electronic, erotic electronic, erotic electronic, erotic electronic Erotic electronic, erotic electronic, erotic electronic  Three more seconds 'til I get naked When we're both alone, you can't take it He like when I'm out of my latex I wanna have some fun Three more seconds 'til I get naked When we're both alone, you can't take it He like when I'm out of my latex I wanna have some fun  Fuck me on the dancefloor, wrap your hands around and touch my body I can see them watchin', but I don't care, this is a private party See the DJ watchin' me dance, I wanna get fucked, don't wanna hold hands I wanna get up, don't wanna be friends  Three more seconds 'til I get naked When we're both alone, you can't take it He like when I'm out of my latex (Erotic electronic) I wanna have some fun Three more seconds 'til I get naked When we're both alone you can't take it He like when I'm out of my latex I wanna have some fun (Erotic electronic, erotic electronic, erotic electronic, erotic electronic)  Erotic electronic, erotic electronic, erotic electronic, erotic electronic Erotic electronic, erotic electronic, erotic electronic, erotic electronic"
glaive,ive made worse mistakes,2023,hyperpop,"Of course, I wish that I could stay But we both know I've gotta go (Go, go, go) I've got some things I've gotta handle And some people that I've gotta console (Console, console) You smile ear-to-ear, it kinda looks a bit weird, people don't mind it You started going to therapy Fucking finally  Of course, you'll do some things you wish you never did Like dating that girl, she was such a bitch And I hate to sound pretentious at a time like this But if you never died, then you've never lived  You meet a girl, you meet a guy You meet somebody, nver mind it (Yeah, yeah, yah) Ash, I hope you save yourself 'cause everybody's fucking dying (Yeah, yeah, yeah) And of course, I know that things are strange I wish that I could show you that it's okay (Okay, okay) 'Cause looking at it now, you wouldn't change a damn thing  Of course, you'll do some things you wish you never did Like piss some people off just for the hell of it And I hate to sound pretentious at a time like this But if you never died, then you've never lived  You'll get a couple tattoos And the people you trust will take advantage of you But it's okay But isn't it always?  Because of course, you'll do some things you wish you never did And some people get mad but you learn from it And I hate to sound pretentious at a time like this But if you never died, then you've, then you've never lived  Fuck, I wish that you could see me now Wish you could see me now Wish that you could see me now Fuck, I wish that you could see me now Wish you could see me now Wish that you could see me now"
Slayyyter,Purrr,2023,hyperpop,"(Meow) Drugs make this kitty go, ""Purr"" Drugs make this kitty go, ""Purr"" Drugs make this kitty go, ""Purr""  (Ha) K, make this kitty go, ""Err"" Coke, make this kitty go, ""Work"" Money, make this kitty go, ""Brr"" Molly, pussy goin' berserk K (Make this kitty go) Coke (Make this kitty go) Money (Make this kitty go) Molly, pussy goin' berser-erk (Yeah) Bumps in the back, better wind me up  Drugs make this kitty go, ""Purr"" Drugs make this kitty go, ""Purr"" Drugs make this kitty go, ""Purr"" Molly, pussy goin' berserk Drugs make this kitty go, ""Purr"" Drugs make this kitty go, ""Purr"" Drugs make this kitty go, ""Purr"" Molly, pussy goin' berserk Drugs make this Drugs make this Molly, pussy goin' berserk  K, you know I need it bad Coke, you wanna pass that bag Money, watchin' me throw it back He want th kitty cat-cat-cat-cat (Ow!)  Pussy pop in the club Boys wanna fuck with a bitch like us (Uh) Pussy pop in the club Bumps in th back, better wind me up Pussy pop in the club Boys wanna fuck with a bitch like us (Uh) Pussy pop in the club Bumps in the back, better wind me up  Drugs make this kitty go, ""Purr"" Drugs make this kitty go, ""Purr"" Drugs make this kitty go, ""Purr"" Molly, pussy goin' berserk Drugs make this kitty go, ""Purr"" Drugs make this kitty go, ""Purr"" Drugs make this kitty go, ""Purr"" Molly, pussy going berserk Drugs make this Drugs make this Molly, pussy goin' berserk  He want the kitty cat-cat-cat-cat Make this kitty go (Ow!) (Meow)"
Rebzyyx,nothing last 4ever,2022,hyperpop,"Nothing lasts forever We should just die together Take me to a new home So I don't feel alone Take me to your place that feels like home Don't wanna be alone anymore Please just let me know if you wanna go Baby, we can go where ever you like  Blacking out is the only way I feel something Turn around, I just don't know why you're mad at me Falling down, I can feel it falling down on me Let me out, I don't wanna be your enemy Blacking out is the only way I feel something Turn around, I just don't know why you're mad at m Falling down, I can feel it falling down on me Let me out, I don't wanna b your enemy  For tonight, baby, I can treat you right For tonight, baby, I'ma take my life You tell me all these lies and you do it all the time I just want the real you, I don't wanna fight Baby, can you pick up the phone? I know that you're all alone We're not perfect but I can be what you want We're a real love story Would you do it for me, for me?  And I'll reach out for you when it's hard I know that love will break us apart But I'll always be right here next to you To you  Blacking out is the only way I feel something Turn around, I just don't know why you're mad at me Falling down, I can feel it falling down on me Let me out, I don't wanna be your enemy Blacking out is the only way I feel something Turn around, I just don't know why you're mad at me Falling down, I can feel it falling down on me Let me out, I don't wanna be your enemy"
food house,8 now,2020,hyperpop,"Do I look dangerous? Like really? Like I could get you crossed out? If you look at me one wrong way I could shut you down Do I look precious? Okay, really? Like I could stop a crosswalk if I look at them one right way, I shut it down I won't leave the pit until I get a bruise None of our friends have cable but we still get on the news I'm sick of your poo, you smell like yucky shoe None of your friends would knew you If it weren't for who you knew  You-you-you-you-you-you-you You-you-you-you-you-you-you Y-ou-you-you-you-you-you-you You-you-you Weren't for who you knew You-you-you-you-you-you-you You-you-you-you-you-you-you You-you-you-you-you-you-you You-you-you Weren't for who you knew  Feel like Shadow, might say, ""damn"" Feel like Rouge the Bat, and he's built like Big the Cat Now it's 4 P.M., go splat Twenty minutes later, chat I'm so jealous, I'm so spiteful, I'm so this and this and that I used to fantasize about being or kissing Skrillex I need to delete Twitter 'cause it gives me fucking mental illness (Mental illness!) Foaming at the mouth like I put a fucking Mento in it Get your ass off Twitter 'cause it gives you fucking mental illness (Mental illness!)  I wanna shoplift shit from Walmart with you while I blow My dab pen into your throat That might happen if you don't go My speed half ten straight to download It's that 5G that's on my phone You know, 5G? That mind control? And everybody is so trolled  What if I can't so I look helpless, waiting Somewhere really really really messed up like a 24-hour IHOP Run away, turn the corner, lose the wig Put the cat ears on and I say ""Bye, cops"" Shit, I'm at a 24-hour Barnes & Noble No, no I heard you're fucked in the crib eatin' Gerbers, that could not be me (Frax, what the fuck are you talking about?) I heard you're fucked up in the crib eating Gerbers (Jesus fuck, dude Just sing real lyrics)  I wanna shoplift shit from Walmart with you while I blow My dab pen into your throat That might happen if you don't go My speed half ten straight to download It's that 5G that's on my phone You know 5G, that mind control? And everybody is so trolled I wanna shoplift shit from Walmart with you while I blow My dab pen into your throat That might happen if you don't go My speed half ten straight to download It's that 5G that's on my phone You know, 5G? That mind control? And everybody is so trolled   I'm going to destroy this damn planet"
